x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
0.501531,0.491618,0.481836,0.472185,0.462664,0.453273,0.444013,0.434883,0.425882,0.417012,0.408271,0.399658,0.391175,0.38282,0.374593,0.366494,0.358522,0.350676,0.342957,0.335363,0.327895,0.320551,0.313331,0.306234,0.29926,0.292409,0.285678,0.279068,0.272578,0.266208,0.259955,0.25382,0.247803,0.241901,0.236114,0.230441,0.224883,0.219436,0.214101,0.208878,0.203764,0.198759,0.193862,0.189072,0.184388,0.17981,0.175336,0.170965,0.166697,0.16253,0.158464,0.154497,0.150629,0.146858,0.143184,0.139606,0.136123,0.132733,0.129436,0.126232,0.123119,0.120095,0.117161,0.114316,0.111558,0.108887,0.106302,0.103802,0.101386,0.0990532,0.0968034,0.0946356,0.0925489,0.0905427,0.0886162,0.0867688,0.0849998,0.0833085,0.0816944,0.0801569,0.0786953,0.0773092,0.0759979,0.074761,0.0735981,0.0725086,0.0714922,0.0705484,0.0696769,0.0688773,0.0681493,0.0674926,0.066907,0.0663922,0.065948,0.0655742,0.0652707,0.0650373,0.064874,0.0647808,0.0647574
0.514324,0.504409,0.494622,0.484963,0.475432,0.466029,0.456752,0.447604,0.438582,0.429688,0.42092,0.412278,0.403763,0.395373,0.387109,0.37897,0.370956,0.363066,0.3553,0.347657,0.340137,0.33274,0.325464,0.318309,0.311275,0.304362,0.297567,0.290892,0.284334,0.277894,0.271571,0.265364,0.259272,0.253295,0.247431,0.241681,0.236043,0.230516,0.2251,0.219794,0.214597,0.209508,0.204527,0.199652,0.194883,0.190219,0.185658,0.181201,0.176846,0.172592,0.168439,0.164385,0.160431,0.156574,0.152814,0.14915,0.145582,0.142108,0.138727,0.13544,0.132244,0.12914,0.126126,0.123201,0.120365,0.117617,0.114957,0.112382,0.109894,0.10749,0.105171,0.102935,0.100782,0.098711,0.0967219,0.0948137,0.0929858,0.0912377,0.0895688,0.0879785,0.0864663,0.0850318,0.0836743,0.0823936,0.0811891,0.0800604,0.0790071,0.0780289,0.0771255,0.0762964,0.0755415,0.0748604,0.0742529,0.0737188,0.0732579,0.0728701,0.0725551,0.072313,0.0721435,0.0720467,0.0720225
0.526863,0.516946,0.507155,0.497489,0.487949,0.478533,0.469243,0.460077,0.451036,0.44212,0.433328,0.42466,0.416116,0.407695,0.399397,0.391222,0.38317,0.37524,0.367431,0.359744,0.352177,0.344731,0.337405,0.330198,0.323109,0.316139,0.309287,0.302552,0.295933,0.28943,0.283043,0.27677,0.270611,0.264565,0.258632,0.252811,0.247101,0.241502,0.236012,0.230631,0.225359,0.220194,0.215136,0.210183,0.205336,0.200594,0.195955,0.191419,0.186985,0.182652,0.17842,0.174287,0.170254,0.166318,0.16248,0.158738,0.155092,0.151542,0.148085,0.144722,0.141451,0.138273,0.135185,0.132189,0.129282,0.126464,0.123734,0.121092,0.118537,0.116068,0.113685,0.111387,0.109174,0.107044,0.104998,0.103034,0.101152,0.0993522,0.0976332,0.0959947,0.0944363,0.0929574,0.0915578,0.0902369,0.0889944,0.0878298,0.0867429,0.0857332,0.0848005,0.0839445,0.0831649,0.0824615,0.081834,0.0812823,0.0808061,0.0804054,0.0800799,0.0798297,0.0796546,0.0795545,0.0795295
0.539171,0.529253,0.519458,0.509786,0.500237,0.490811,0.481507,0.472327,0.463268,0.454332,0.445518,0.436826,0.428256,0.419806,0.411478,0.403271,0.395184,0.387217,0.37937,0.371642,0.364033,0.356543,0.349171,0.341916,0.334778,0.327757,0.320852,0.314063,0.307389,0.300829,0.294383,0.28805,0.281831,0.275723,0.269727,0.263841,0.258066,0.2524,0.246844,0.241395,0.236054,0.23082,0.225692,0.220669,0.215752,0.210938,0.206227,0.20162,0.197114,0.192709,0.188405,0.184201,0.180095,0.176088,0.172179,0.168366,0.16465,0.161029,0.157502,0.15407,0.150732,0.147485,0.144331,0.141269,0.138297,0.135415,0.132622,0.129919,0.127303,0.124775,0.122334,0.11998,0.117711,0.115527,0.113429,0.111414,0.109483,0.107636,0.105871,0.104188,0.102588,0.101068,0.0996302,0.0982726,0.0969953,0.095798,0.0946802,0.0936418,0.0926824,0.0918017,0.0909996,0.0902758,0.08963,0.0890621,0.088572,0.0881595,0.0878245,0.0875669,0.0873866,0.0872836,0.0872578
0.55127,0.54135,0.531552,0.521874,0.512318,0.502882,0.493567,0.484372,0.475298,0.466344,0.45751,0.448796,0.440202,0.431727,0.423371,0.415134,0.407016,0.399016,0.391134,0.38337,0.375722,0.368192,0.360778,0.35348,0.346298,0.33923,0.332278,0.325439,0.318714,0.312103,0.305604,0.299217,0.292942,0.286778,0.280724,0.27478,0.268945,0.26322,0.257602,0.252092,0.246688,0.241391,0.2362,0.231113,0.226131,0.221253,0.216477,0.211804,0.207233,0.202763,0.198393,0.194124,0.189953,0.185881,0.181906,0.178029,0.174248,0.170563,0.166974,0.163479,0.160078,0.15677,0.153555,0.150433,0.147402,0.144461,0.141612,0.138852,0.136181,0.133599,0.131105,0.128699,0.126379,0.124147,0.122,0.11994,0.117964,0.116073,0.114266,0.112544,0.110904,0.109348,0.107875,0.106484,0.105175,0.103947,0.102802,0.101737,0.100753,0.09985,0.0990272,0.0982847,0.0976223,0.0970397,0.0965368,0.0961135,0.0957698,0.0955054,0.0953204,0.0952147,0.0951883
0.563179,0.553258,0.543457,0.533774,0.524211,0.514766,0.50544,0.496233,0.487144,0.478174,0.469322,0.460589,0.451973,0.443474,0.435094,0.42683,0.418683,0.410653,0.402739,0.394942,0.387259,0.379693,0.372241,0.364903,0.35768,0.350571,0.343575,0.336692,0.329921,0.323262,0.316715,0.310279,0.303954,0.297738,0.291632,0.285635,0.279747,0.273966,0.268293,0.262727,0.257267,0.251912,0.246663,0.241519,0.236478,0.231541,0.226706,0.221974,0.217343,0.212813,0.208384,0.204055,0.199824,0.195693,0.191659,0.187723,0.183884,0.180141,0.176494,0.172942,0.169484,0.16612,0.16285,0.159673,0.156588,0.153594,0.150692,0.147881,0.14516,0.142529,0.139986,0.137533,0.135168,0.13289,0.130701,0.128597,0.126581,0.12465,0.122806,0.121046,0.119372,0.117782,0.116276,0.114855,0.113517,0.112262,0.111091,0.110002,0.108996,0.108072,0.107231,0.106471,0.105794,0.105198,0.104683,0.10425,0.103898,0.103628,0.103438,0.10333,0.103303
0.574916,0.564994,0.55519,0.545502,0.535933,0.52648,0.517144,0.507926,0.498824,0.489839,0.480971,0.472219,0.463584,0.455064,0.446661,0.438373,0.4302,0.422143,0.4142,0.406372,0.398658,0.391058,0.383572,0.376199,0.368939,0.361791,0.354756,0.347832,0.34102,0.334318,0.327727,0.321247,0.314875,0.308613,0.30246,0.296414,0.290477,0.284647,0.278923,0.273306,0.267794,0.262388,0.257086,0.251888,0.246794,0.241803,0.236915,0.232129,0.227444,0.22286,0.218377,0.213993,0.209709,0.205523,0.201436,0.197446,0.193553,0.189757,0.186058,0.182453,0.178944,0.175529,0.172209,0.168981,0.165847,0.162806,0.159856,0.156998,0.154231,0.151555,0.148969,0.146472,0.144065,0.141747,0.139517,0.137376,0.135322,0.133356,0.131476,0.129683,0.127977,0.126356,0.124821,0.123372,0.122007,0.120728,0.119533,0.118422,0.117396,0.116454,0.115595,0.11482,0.114128,0.11352,0.112995,0.112553,0.112194,0.111918,0.111725,0.111614,0.111586
0.586496,0.576573,0.566766,0.557075,0.547499,0.538039,0.528695,0.519466,0.510353,0.501354,0.492471,0.483703,0.47505,0.466511,0.458087,0.449776,0.44158,0.433498,0.425529,0.417674,0.409931,0.402301,0.394784,0.387378,0.380084,0.372902,0.365831,0.35887,0.35202,0.34528,0.338649,0.332127,0.325714,0.31941,0.313213,0.307124,0.301142,0.295266,0.289497,0.283833,0.278275,0.272821,0.267471,0.262226,0.257083,0.252043,0.247106,0.242271,0.237537,0.232903,0.22837,0.223937,0.219604,0.215369,0.211233,0.207194,0.203253,0.199409,0.195661,0.192009,0.188453,0.184992,0.181625,0.178353,0.175174,0.172088,0.169095,0.166194,0.163386,0.160668,0.158042,0.155507,0.153062,0.150706,0.14844,0.146264,0.144176,0.142177,0.140266,0.138442,0.136706,0.135058,0.133496,0.132021,0.130633,0.129331,0.128115,0.126984,0.125939,0.12498,0.124106,0.123316,0.122612,0.121993,0.121458,0.121008,0.120642,0.120361,0.120164,0.120051,0.120023
0.597934,0.58801,0.578201,0.568506,0.558925,0.549458,0.540106,0.530868,0.521743,0.512733,0.503836,0.495053,0.486384,0.477827,0.469384,0.461054,0.452836,0.444732,0.436739,0.428858,0.42109,0.413432,0.405886,0.398451,0.391127,0.383913,0.376809,0.369815,0.36293,0.356155,0.349488,0.342929,0.336478,0.330135,0.323899,0.31777,0.311747,0.305831,0.30002,0.294314,0.288712,0.283215,0.277822,0.272533,0.267346,0.262262,0.25728,0.2524,0.247621,0.242943,0.238365,0.233887,0.229509,0.225229,0.221048,0.216965,0.21298,0.209092,0.205301,0.201606,0.198007,0.194503,0.191095,0.187781,0.184561,0.181435,0.178403,0.175463,0.172617,0.169862,0.167199,0.164628,0.162148,0.159759,0.15746,0.155252,0.153133,0.151104,0.149164,0.147313,0.14555,0.143876,0.14229,0.140792,0.139382,0.138059,0.136823,0.135675,0.134613,0.133638,0.132749,0.131947,0.131231,0.130602,0.130058,0.1296,0.129229,0.128943,0.128743,0.128628,0.1286
0.609242,0.599318,0.589506,0.579808,0.570222,0.56075,0.55139,0.542143,0.533009,0.523987,0.515078,0.506282,0.497598,0.489025,0.480565,0.472217,0.46398,0.455854,0.44784,0.439936,0.432144,0.424462,0.41689,0.409428,0.402076,0.394833,0.3877,0.380675,0.373759,0.366951,0.360251,0.353659,0.347174,0.340796,0.334524,0.328358,0.322299,0.316345,0.310496,0.304751,0.299111,0.293575,0.288142,0.282813,0.277586,0.272462,0.267439,0.262519,0.257699,0.25298,0.248361,0.243842,0.239423,0.235102,0.230881,0.226758,0.222732,0.218804,0.214973,0.211239,0.207601,0.204059,0.200612,0.19726,0.194004,0.190841,0.187773,0.184798,0.181917,0.179128,0.176432,0.173829,0.171317,0.168897,0.166568,0.16433,0.162183,0.160127,0.158161,0.156284,0.154498,0.1528,0.151192,0.149673,0.148243,0.146901,0.145648,0.144483,0.143405,0.142416,0.141515,0.140701,0.139974,0.139335,0.138784,0.138319,0.137942,0.137652,0.137449,0.137333,0.137304
0.620433,0.610508,0.600694,0.590992,0.581403,0.571925,0.562558,0.553304,0.544161,0.535129,0.526209,0.5174,0.508702,0.500116,0.49164,0.483275,0.47502,0.466876,0.458842,0.450918,0.443103,0.435399,0.427803,0.420317,0.41294,0.405671,0.39851,0.391458,0.384513,0.377676,0.370946,0.364323,0.357807,0.351397,0.345093,0.338894,0.332801,0.326813,0.320929,0.31515,0.309474,0.303902,0.298434,0.293068,0.287805,0.282644,0.277584,0.272626,0.267769,0.263013,0.258357,0.253801,0.249345,0.244987,0.240729,0.236569,0.232506,0.228542,0.224675,0.220905,0.217231,0.213654,0.210173,0.206787,0.203496,0.200301,0.1972,0.194193,0.19128,0.18846,0.185734,0.183101,0.18056,0.178112,0.175756,0.173492,0.171319,0.169238,0.167248,0.165348,0.163539,0.161821,0.160193,0.158654,0.157206,0.155847,0.154577,0.153397,0.152306,0.151304,0.150391,0.149566,0.14883,0.148183,0.147624,0.147153,0.146771,0.146477,0.146271,0.146153,0.146124
0.631517,0.621591,0.611775,0.602071,0.592477,0.582994,0.573622,0.56436,0.555209,0.546168,0.537238,0.528418,0.519708,0.511108,0.502618,0.494238,0.485967,0.477806,0.469754,0.461811,0.453977,0.446252,0.438635,0.431126,0.423726,0.416433,0.409248,0.402171,0.3952,0.388336,0.381579,0.374928,0.368383,0.361944,0.35561,0.349382,0.343258,0.337239,0.331324,0.325512,0.319805,0.314201,0.308699,0.3033,0.298004,0.292809,0.287716,0.282725,0.277834,0.273044,0.268354,0.263764,0.259274,0.254883,0.25059,0.246397,0.242301,0.238304,0.234404,0.230601,0.226895,0.223286,0.219773,0.216356,0.213035,0.209809,0.206678,0.203642,0.2007,0.197852,0.195099,0.192438,0.189872,0.187398,0.185017,0.182729,0.180533,0.178429,0.176417,0.174496,0.172667,0.17093,0.169283,0.167727,0.166262,0.164887,0.163603,0.162409,0.161305,0.160291,0.159367,0.158533,0.157788,0.157133,0.156568,0.156091,0.155705,0.155407,0.155199,0.15508,0.15505
0.642503,0.632576,0.622759,0.613052,0.603455,0.593967,0.584589,0.575321,0.566163,0.557114,0.548174,0.539344,0.530623,0.522011,0.513508,0.505114,0.496829,0.488652,0.480584,0.472624,0.464772,0.457028,0.449392,0.441863,0.434442,0.427127,0.41992,0.412819,0.405825,0.398937,0.392155,0.385479,0.378908,0.372442,0.366082,0.359826,0.353674,0.347627,0.341683,0.335843,0.330106,0.324472,0.318941,0.313512,0.308185,0.30296,0.297837,0.292814,0.287893,0.283072,0.278351,0.27373,0.269209,0.264787,0.260465,0.25624,0.252115,0.248087,0.244157,0.240325,0.23659,0.232951,0.22941,0.225964,0.222615,0.219361,0.216203,0.21314,0.210172,0.207299,0.20452,0.201836,0.199245,0.196748,0.194344,0.192034,0.189817,0.187692,0.18566,0.183721,0.181873,0.180118,0.178455,0.176883,0.175403,0.174014,0.172716,0.17151,0.170394,0.16937,0.168436,0.167593,0.16684,0.166178,0.165606,0.165125,0.164734,0.164433,0.164223,0.164102,0.164072
0.6534,0.643473,0.633655,0.623945,0.614345,0.604853,0.59547,0.586196,0.577031,0.567974,0.559026,0.550187,0.541456,0.532833,0.524318,0.515912,0.507613,0.499422,0.491339,0.483364,0.475495,0.467734,0.46008,0.452533,0.445093,0.437759,0.430531,0.42341,0.416394,0.409484,0.402679,0.39598,0.389386,0.382896,0.376511,0.37023,0.364053,0.35798,0.35201,0.346144,0.34038,0.334719,0.329161,0.323705,0.31835,0.313098,0.307946,0.302896,0.297947,0.293098,0.288349,0.2837,0.279151,0.274701,0.27035,0.266098,0.261945,0.25789,0.253933,0.250073,0.246311,0.242646,0.239079,0.235607,0.232233,0.228954,0.225771,0.222684,0.219692,0.216796,0.213994,0.211287,0.208674,0.206156,0.203732,0.201402,0.199165,0.197022,0.194972,0.193015,0.191151,0.18938,0.187701,0.186115,0.184621,0.183219,0.181909,0.180691,0.179565,0.178531,0.177588,0.176737,0.175977,0.175308,0.174731,0.174245,0.17385,0.173547,0.173334,0.173213,0.173182
0.664217,0.654289,0.64447,0.634758,0.625154,0.615659,0.606272,0.596992,0.587821,0.578757,0.569802,0.560954,0.552213,0.543581,0.535055,0.526637,0.518327,0.510123,0.502027,0.494037,0.486154,0.478377,0.470707,0.463143,0.455686,0.448334,0.441088,0.433947,0.426912,0.419982,0.413157,0.406436,0.39982,0.393309,0.386901,0.380598,0.374398,0.368301,0.362308,0.356417,0.35063,0.344944,0.339361,0.33388,0.328501,0.323223,0.318046,0.312971,0.307996,0.303121,0.298347,0.293672,0.289098,0.284622,0.280246,0.275969,0.27179,0.26771,0.263728,0.259844,0.256058,0.252369,0.248777,0.245283,0.241885,0.238583,0.235378,0.232269,0.229255,0.226337,0.223515,0.220787,0.218155,0.215618,0.213175,0.210826,0.208572,0.206411,0.204345,0.202372,0.200493,0.198707,0.197015,0.195415,0.193909,0.192495,0.191174,0.189946,0.18881,0.187767,0.186816,0.185958,0.185191,0.184517,0.183935,0.183444,0.183046,0.18274,0.182525,0.182403,0.182372
0.674961,0.665032,0.655211,0.645498,0.635892,0.626393,0.617001,0.607717,0.59854,0.58947,0.580508,0.571652,0.562903,0.554262,0.545727,0.537298,0.528977,0.520761,0.512652,0.50465,0.496753,0.488963,0.481278,0.473699,0.466225,0.458857,0.451594,0.444436,0.437383,0.430435,0.423591,0.416851,0.410216,0.403684,0.397257,0.390932,0.384712,0.378594,0.372579,0.366667,0.360857,0.355149,0.349544,0.34404,0.338638,0.333337,0.328137,0.323038,0.31804,0.313142,0.308345,0.303647,0.299049,0.294551,0.290151,0.285851,0.28165,0.277547,0.273543,0.269636,0.265828,0.262117,0.258503,0.254987,0.251568,0.248246,0.24502,0.24189,0.238857,0.23592,0.233079,0.230333,0.227683,0.225127,0.222667,0.220302,0.218032,0.215856,0.213775,0.211787,0.209894,0.208095,0.20639,0.204779,0.203261,0.201837,0.200506,0.199268,0.198123,0.197072,0.196114,0.195248,0.194476,0.193796,0.193209,0.192715,0.192314,0.192005,0.191789,0.191666,0.191635
0.685637,0.675708,0.665886,0.656171,0.646562,0.637061,0.627665,0.618377,0.609195,0.600119,0.59115,0.582287,0.573531,0.564881,0.556337,0.5479,0.539568,0.531342,0.523222,0.515208,0.507299,0.499495,0.491797,0.484204,0.476716,0.469333,0.462055,0.454881,0.447812,0.440847,0.433986,0.427229,0.420576,0.414027,0.40758,0.401237,0.394997,0.38886,0.382826,0.376893,0.371064,0.365336,0.35971,0.354185,0.348762,0.343441,0.33822,0.3331,0.328081,0.323162,0.318343,0.313624,0.309005,0.304486,0.300065,0.295744,0.291522,0.287398,0.283373,0.279447,0.275618,0.271887,0.268254,0.264718,0.26128,0.257939,0.254694,0.251546,0.248495,0.24554,0.242682,0.239919,0.237252,0.234681,0.232206,0.229825,0.22754,0.22535,0.223255,0.221255,0.219349,0.217538,0.215822,0.214199,0.212671,0.211237,0.209897,0.208651,0.207498,0.206439,0.205474,0.204603,0.203825,0.20314,0.202549,0.202052,0.201648,0.201337,0.201119,0.200995,0.200963
0.696253,0.686324,0.676501,0.666784,0.657173,0.647668,0.63827,0.628977,0.61979,0.61071,0.601735,0.592866,0.584103,0.575445,0.566893,0.558447,0.550106,0.541871,0.53374,0.525715,0.517795,0.50998,0.50227,0.494664,0.487163,0.479767,0.472475,0.465287,0.458203,0.451223,0.444346,0.437573,0.430904,0.424338,0.417875,0.411515,0.405257,0.399103,0.39305,0.3871,0.381252,0.375506,0.369861,0.364318,0.358876,0.353535,0.348295,0.343156,0.338118,0.33318,0.328342,0.323603,0.318965,0.314426,0.309987,0.305647,0.301406,0.297263,0.293219,0.289274,0.285427,0.281678,0.278027,0.274473,0.271018,0.267659,0.264398,0.261233,0.258166,0.255195,0.252321,0.249543,0.246861,0.244275,0.241785,0.239391,0.237093,0.23489,0.232783,0.23077,0.228853,0.227031,0.225304,0.223672,0.222134,0.220691,0.219343,0.218089,0.216929,0.215863,0.214892,0.214015,0.213232,0.212544,0.211949,0.211448,0.211041,0.210728,0.210509,0.210384,0.210352
0.706814,0.696884,0.68706,0.677342,0.667729,0.658221,0.64882,0.639523,0.630333,0.621247,0.612267,0.603392,0.594623,0.585959,0.577399,0.568945,0.560596,0.552352,0.544212,0.536177,0.528247,0.520421,0.5127,0.505083,0.49757,0.490162,0.482857,0.475656,0.468558,0.461564,0.454674,0.447887,0.441202,0.434621,0.428143,0.421767,0.415494,0.409323,0.403255,0.397288,0.391423,0.38566,0.379999,0.374438,0.368979,0.363621,0.358364,0.353208,0.348152,0.343196,0.33834,0.333585,0.328929,0.324372,0.319916,0.315558,0.3113,0.30714,0.303079,0.299117,0.295253,0.291488,0.28782,0.284251,0.280779,0.277405,0.274128,0.270948,0.267866,0.26488,0.261992,0.2592,0.256505,0.253906,0.251403,0.248996,0.246686,0.244471,0.242353,0.240329,0.238402,0.23657,0.234833,0.233192,0.231646,0.230194,0.228838,0.227577,0.226411,0.225339,0.224363,0.22348,0.222693,0.222,0.221402,0.220898,0.220489,0.220174,0.219954,0.219828,0.219796
0.717324,0.707394,0.697569,0.687849,0.678235,0.668725,0.65932,0.650021,0.640826,0.631736,0.622752,0.613871,0.605096,0.596426,0.58786,0.579399,0.571042,0.56279,0.554642,0.546598,0.538659,0.530823,0.523092,0.515464,0.507941,0.500521,0.493204,0.485991,0.478882,0.471875,0.464972,0.458172,0.451474,0.444879,0.438387,0.431997,0.42571,0.419524,0.413441,0.407459,0.401579,0.395801,0.390124,0.384548,0.379073,0.3737,0.368427,0.363254,0.358182,0.353211,0.348339,0.343567,0.338896,0.334323,0.329851,0.325477,0.321203,0.317028,0.312952,0.308974,0.305095,0.301315,0.297632,0.294048,0.290562,0.287173,0.283882,0.280689,0.277593,0.274594,0.271693,0.268888,0.26618,0.263569,0.261055,0.258637,0.256315,0.25409,0.251961,0.249928,0.247991,0.24615,0.244404,0.242755,0.241201,0.239742,0.238379,0.237112,0.235939,0.234862,0.23388,0.232994,0.232202,0.231506,0.230904,0.230398,0.229986,0.22967,0.229448,0.229322,0.22929
0.727788,0.717858,0.708032,0.698311,0.688695,0.679183,0.669776,0.660473,0.651275,0.642182,0.633192,0.624308,0.615527,0.606851,0.598279,0.589811,0.581448,0.573188,0.565033,0.556981,0.549033,0.541189,0.533448,0.525811,0.518278,0.510848,0.503521,0.496297,0.489176,0.482158,0.475243,0.468431,0.461721,0.455114,0.448609,0.442206,0.435906,0.429707,0.42361,0.417615,0.411721,0.405929,0.400238,0.394648,0.389159,0.383771,0.378483,0.373297,0.36821,0.363224,0.358338,0.353552,0.348865,0.344279,0.339792,0.335404,0.331116,0.326926,0.322836,0.318844,0.314951,0.311157,0.307461,0.303863,0.300364,0.296962,0.293659,0.290453,0.287344,0.284334,0.28142,0.278604,0.275885,0.273263,0.270738,0.26831,0.265978,0.263743,0.261605,0.259563,0.257617,0.255768,0.254014,0.252357,0.250796,0.249331,0.247961,0.246688,0.24551,0.244428,0.243441,0.242551,0.241755,0.241055,0.240451,0.239942,0.239529,0.239211,0.238988,0.238861,0.238829
0.738211,0.72828,0.718454,0.708732,0.699114,0.6896,0.680191,0.670885,0.661684,0.652587,0.643594,0.634705,0.625919,0.617238,0.608661,0.600187,0.591817,0.583551,0.575388,0.567329,0.559374,0.551522,0.543773,0.536127,0.528585,0.521145,0.513809,0.506575,0.499444,0.492416,0.48549,0.478667,0.471946,0.465328,0.458811,0.452397,0.446084,0.439873,0.433764,0.427757,0.42185,0.416045,0.410342,0.404739,0.399237,0.393836,0.388535,0.383335,0.378236,0.373236,0.368337,0.363537,0.358838,0.354238,0.349738,0.345337,0.341036,0.336833,0.33273,0.328726,0.32482,0.321014,0.317305,0.313695,0.310184,0.30677,0.303455,0.300238,0.297118,0.294096,0.291172,0.288346,0.285616,0.282984,0.280449,0.278012,0.275671,0.273427,0.27128,0.26923,0.267277,0.26542,0.263659,0.261995,0.260427,0.258956,0.257581,0.256302,0.255119,0.254033,0.253042,0.252147,0.251348,0.250646,0.250039,0.249528,0.249113,0.248793,0.24857,0.248442,0.24841
0.748596,0.738665,0.728838,0.719115,0.709495,0.69998,0.690568,0.68126,0.672056,0.662956,0.653959,0.645066,0.636276,0.62759,0.619008,0.610529,0.602153,0.593881,0.585712,0.577646,0.569684,0.561824,0.554068,0.546414,0.538864,0.531416,0.524071,0.516828,0.509688,0.50265,0.495715,0.488882,0.482151,0.475522,0.468995,0.46257,0.456247,0.450025,0.443905,0.437886,0.431968,0.426152,0.420436,0.414822,0.409308,0.403895,0.398582,0.39337,0.388259,0.383247,0.378336,0.373525,0.368813,0.364201,0.359689,0.355276,0.350963,0.346749,0.342634,0.338618,0.334701,0.330883,0.327163,0.323543,0.32002,0.316596,0.31327,0.310042,0.306912,0.303881,0.300947,0.29811,0.295372,0.292731,0.290187,0.287741,0.285392,0.28314,0.280985,0.278927,0.276967,0.275103,0.273336,0.271666,0.270092,0.268615,0.267235,0.265951,0.264764,0.263673,0.262678,0.26178,0.260978,0.260273,0.259663,0.25915,0.258734,0.258413,0.258189,0.25806,0.258028
0.758946,0.749015,0.739187,0.729463,0.719843,0.710326,0.700912,0.691602,0.682395,0.673291,0.664291,0.655395,0.646601,0.637911,0.629324,0.62084,0.612459,0.604182,0.596007,0.587935,0.579966,0.5721,0.564337,0.556676,0.549118,0.541662,0.534309,0.527059,0.51991,0.512864,0.50592,0.499078,0.492338,0.485699,0.479163,0.472728,0.466395,0.460163,0.454032,0.448003,0.442075,0.436248,0.430522,0.424897,0.419372,0.413949,0.408625,0.403402,0.39828,0.393257,0.388335,0.383513,0.37879,0.374168,0.369645,0.365221,0.360897,0.356672,0.352547,0.34852,0.344593,0.340764,0.337034,0.333403,0.329871,0.326437,0.323101,0.319864,0.316725,0.313684,0.310741,0.307896,0.305149,0.3025,0.299948,0.297494,0.295137,0.292878,0.290716,0.288652,0.286685,0.284815,0.283042,0.281366,0.279787,0.278305,0.27692,0.275631,0.27444,0.273345,0.272347,0.271446,0.270641,0.269933,0.269322,0.268807,0.268389,0.268067,0.267842,0.267713,0.267681
0.769264,0.759333,0.749505,0.73978,0.730159,0.72064,0.711225,0.701912,0.692703,0.683597,0.674594,0.665694,0.656897,0.648203,0.639612,0.631123,0.622738,0.614455,0.606275,0.598198,0.590223,0.582351,0.574581,0.566914,0.559349,0.551887,0.544526,0.537268,0.530112,0.523058,0.516106,0.509256,0.502507,0.49586,0.489315,0.482872,0.476529,0.470288,0.464149,0.45811,0.452173,0.446336,0.4406,0.434965,0.429431,0.423998,0.418664,0.413431,0.408299,0.403267,0.398334,0.393502,0.38877,0.384137,0.379604,0.375171,0.370837,0.366602,0.362467,0.358431,0.354494,0.350656,0.346917,0.343277,0.339735,0.336292,0.332948,0.329702,0.326555,0.323505,0.320554,0.317701,0.314946,0.31229,0.309731,0.307269,0.304906,0.30264,0.300472,0.298401,0.296428,0.294552,0.292774,0.291093,0.289509,0.288022,0.286633,0.285341,0.284145,0.283047,0.282046,0.281142,0.280335,0.279624,0.279011,0.278494,0.278075,0.277752,0.277526,0.277397,0.277365
0.779554,0.769623,0.759794,0.750069,0.740446,0.730926,0.721509,0.712195,0.702984,0.693875,0.684869,0.675966,0.667166,0.658468,0.649873,0.641381,0.632991,0.624704,0.616519,0.608437,0.600457,0.592579,0.584804,0.577131,0.56956,0.562091,0.554724,0.547459,0.540296,0.533235,0.526276,0.519418,0.512662,0.506007,0.499454,0.493002,0.486652,0.480403,0.474254,0.468207,0.462261,0.456416,0.450672,0.445028,0.439485,0.434042,0.4287,0.423458,0.418316,0.413275,0.408334,0.403492,0.398751,0.394109,0.389567,0.385125,0.380782,0.376539,0.372394,0.36835,0.364404,0.360558,0.35681,0.353161,0.349612,0.346161,0.342808,0.339555,0.336399,0.333343,0.330384,0.327524,0.324762,0.322098,0.319533,0.317065,0.314695,0.312423,0.310249,0.308173,0.306194,0.304313,0.30253,0.300844,0.299256,0.297765,0.296372,0.295076,0.293877,0.292776,0.291772,0.290865,0.290055,0.289343,0.288728,0.28821,0.287789,0.287465,0.287239,0.287109,0.287077
