x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
0.0914124,0.0916054,0.0921828,0.0931395,0.094467,0.0961538,0.0981854,0.100545,0.103213,0.106167,0.109386,0.112844,0.116516,0.120377,0.124399,0.128559,0.132829,0.137185,0.141602,0.146058,0.15053,0.154997,0.15944,0.16384,0.168181,0.172447,0.176624,0.180698,0.184659,0.188494,0.192196,0.195755,0.199164,0.202416,0.205506,0.208427,0.211177,0.21375,0.216143,0.218353,0.220379,0.222217,0.223866,0.225324,0.22659,0.227663,0.228542,0.229226,0.229715,0.230009,0.230107,0.230009,0.229715,0.229226,0.228542,0.227663,0.22659,0.225324,0.223866,0.222217,0.220379,0.218353,0.216143,0.21375,0.211177,0.208427,0.205506,0.202416,0.199164,0.195755,0.192196,0.188494,0.184659,0.180698,0.176624,0.172447,0.168181,0.16384,0.15944,0.154997,0.15053,0.146058,0.141602,0.137185,0.132829,0.128559,0.124399,0.120377,0.116516,0.112844,0.109386,0.106167,0.103213,0.100545,0.0981854,0.0961538,0.094467,0.0931395,0.0921828,0.0916054,0.0914124
0.0949854,0.0951638,0.0956976,0.0965824,0.097811,0.0993736,0.101258,0.103449,0.10593,0.108683,0.111687,0.114921,0.118362,0.121988,0.125776,0.1297,0.13374,0.13787,0.142069,0.146314,0.150586,0.154863,0.159127,0.16336,0.167545,0.171667,0.175711,0.179664,0.183514,0.187249,0.19086,0.194338,0.197674,0.200861,0.203893,0.206764,0.209468,0.212002,0.214361,0.216542,0.218541,0.220357,0.221987,0.22343,0.224683,0.225745,0.226615,0.227293,0.227778,0.228069,0.228166,0.228069,0.227778,0.227293,0.226615,0.225745,0.224683,0.22343,0.221987,0.220357,0.218541,0.216542,0.214361,0.212002,0.209468,0.206764,0.203893,0.200861,0.197674,0.194338,0.19086,0.187249,0.183514,0.179664,0.175711,0.171667,0.167545,0.16336,0.159127,0.154863,0.150586,0.146314,0.142069,0.13787,0.13374,0.1297,0.125776,0.121988,0.118362,0.114921,0.111687,0.108683,0.10593,0.103449,0.101258,0.0993736,0.097811,0.0965824,0.0956976,0.0951638,0.0949854
0.0983051,0.0984708,0.0989669,0.0997894,0.100932,0.102387,0.104143,0.106186,0.108504,0.111078,0.113892,0.116926,0.120161,0.123575,0.127148,0.130858,0.134684,0.138605,0.142599,0.146646,0.150726,0.154821,0.158911,0.16298,0.167011,0.170989,0.1749,0.178729,0.182465,0.186096,0.189612,0.193004,0.196262,0.199379,0.202348,0.205163,0.207817,0.210307,0.212627,0.214774,0.216744,0.218534,0.220142,0.221566,0.222803,0.223853,0.224713,0.225383,0.225863,0.22615,0.226246,0.22615,0.225863,0.225383,0.224713,0.223853,0.222803,0.221566,0.220142,0.218534,0.216744,0.214774,0.212627,0.210307,0.207817,0.205163,0.202348,0.199379,0.196262,0.193004,0.189612,0.186096,0.182465,0.178729,0.1749,0.170989,0.167011,0.16298,0.158911,0.154821,0.150726,0.146646,0.142599,0.138605,0.134684,0.130858,0.127148,0.123575,0.120161,0.116926,0.113892,0.111078,0.108504,0.106186,0.104143,0.102387,0.100932,0.0997894,0.0989669,0.0984708,0.0983051
0.101403,0.101558,0.102021,0.102789,0.103856,0.105216,0.106858,0.108772,0.110944,0.11336,0.116003,0.118858,0.121906,0.125128,0.128505,0.132018,0.135647,0.139372,0.143175,0.147034,0.150933,0.154853,0.158776,0.162685,0.166566,0.170401,0.174178,0.177883,0.181504,0.185029,0.188447,0.191749,0.194925,0.197968,0.20087,0.203624,0.206225,0.208666,0.210943,0.213052,0.214989,0.216751,0.218334,0.219736,0.220956,0.22199,0.222839,0.2235,0.223973,0.224257,0.224352,0.224257,0.223973,0.2235,0.222839,0.22199,0.220956,0.219736,0.218334,0.216751,0.214989,0.213052,0.210943,0.208666,0.206225,0.203624,0.20087,0.197968,0.194925,0.191749,0.188447,0.185029,0.181504,0.177883,0.174178,0.170401,0.166566,0.162685,0.158776,0.154853,0.150933,0.147034,0.143175,0.139372,0.135647,0.132018,0.128505,0.125128,0.121906,0.118858,0.116003,0.11336,0.110944,0.108772,0.106858,0.105216,0.103856,0.102789,0.102021,0.101558,0.101403
0.104305,0.10445,0.104883,0.105603,0.106604,0.107879,0.109421,0.111218,0.11326,0.115533,0.118024,0.120716,0.123594,0.126641,0.129839,0.13317,0.136617,0.14016,0.143783,0.147466,0.151193,0.154945,0.158707,0.162463,0.166196,0.169892,0.173537,0.177119,0.180624,0.184041,0.187359,0.190569,0.193661,0.196626,0.199458,0.202148,0.204691,0.20708,0.209311,0.211379,0.213279,0.215009,0.216564,0.217943,0.219143,0.220161,0.220996,0.221647,0.222113,0.222392,0.222486,0.222392,0.222113,0.221647,0.220996,0.220161,0.219143,0.217943,0.216564,0.215009,0.213279,0.211379,0.209311,0.20708,0.204691,0.202148,0.199458,0.196626,0.193661,0.190569,0.187359,0.184041,0.180624,0.177119,0.173537,0.169892,0.166196,0.162463,0.158707,0.154945,0.151193,0.147466,0.143783,0.14016,0.136617,0.13317,0.129839,0.126641,0.123594,0.120716,0.118024,0.115533,0.11326,0.111218,0.109421,0.107879,0.106604,0.105603,0.104883,0.10445,0.104305
0.107031,0.107168,0.107575,0.108252,0.109193,0.110393,0.111844,0.113537,0.115461,0.117606,0.119957,0.122502,0.125225,0.128111,0.131144,0.134308,0.137585,0.140959,0.144413,0.14793,0.151493,0.155087,0.158694,0.162301,0.165891,0.169451,0.172967,0.176426,0.179816,0.183125,0.186343,0.189459,0.192464,0.19535,0.198109,0.200732,0.203214,0.205549,0.207731,0.209755,0.211616,0.213311,0.214837,0.216189,0.217367,0.218367,0.219187,0.219827,0.220284,0.220559,0.220651,0.220559,0.220284,0.219827,0.219187,0.218367,0.217367,0.216189,0.214837,0.213311,0.211616,0.209755,0.207731,0.205549,0.203214,0.200732,0.198109,0.19535,0.192464,0.189459,0.186343,0.183125,0.179816,0.176426,0.172967,0.169451,0.165891,0.162301,0.158694,0.155087,0.151493,0.14793,0.144413,0.140959,0.137585,0.134308,0.131144,0.128111,0.125225,0.122502,0.119957,0.117606,0.115461,0.113537,0.111844,0.110393,0.109193,0.108252,0.107575,0.107168,0.107031
0.1096,0.109729,0.110113,0.110751,0.111638,0.11277,0.114139,0.115737,0.117555,0.119582,0.121807,0.124217,0.126798,0.129536,0.132417,0.135425,0.138545,0.14176,0.145056,0.148416,0.151825,0.155266,0.158726,0.16219,0.165642,0.169069,0.172459,0.175798,0.179074,0.182275,0.185393,0.188415,0.191333,0.194137,0.196821,0.199376,0.201795,0.204073,0.206203,0.20818,0.21,0.211659,0.213152,0.214477,0.21563,0.21661,0.217415,0.218042,0.218491,0.218761,0.218851,0.218761,0.218491,0.218042,0.217415,0.21661,0.21563,0.214477,0.213152,0.211659,0.21,0.20818,0.206203,0.204073,0.201795,0.199376,0.196821,0.194137,0.191333,0.188415,0.185393,0.182275,0.179074,0.175798,0.172459,0.169069,0.165642,0.16219,0.158726,0.155266,0.151825,0.148416,0.145056,0.14176,0.138545,0.135425,0.132417,0.129536,0.126798,0.124217,0.121807,0.119582,0.117555,0.115737,0.114139,0.11277,0.111638,0.110751,0.110113,0.109729,0.1096
0.112027,0.112148,0.112511,0.113113,0.113952,0.115021,0.116316,0.117828,0.119549,0.121469,0.123578,0.125863,0.128314,0.130915,0.133655,0.136518,0.139491,0.142558,0.145705,0.148917,0.152179,0.155477,0.158796,0.162122,0.165441,0.16874,0.172006,0.175227,0.178391,0.181486,0.184503,0.187431,0.190261,0.192984,0.195592,0.198077,0.200431,0.20265,0.204727,0.206656,0.208432,0.210052,0.211511,0.212807,0.213935,0.214894,0.215682,0.216296,0.216736,0.217,0.217088,0.217,0.216736,0.216296,0.215682,0.214894,0.213935,0.212807,0.211511,0.210052,0.208432,0.206656,0.204727,0.20265,0.200431,0.198077,0.195592,0.192984,0.190261,0.187431,0.184503,0.181486,0.178391,0.175227,0.172006,0.16874,0.165441,0.162122,0.158796,0.155477,0.152179,0.148917,0.145705,0.142558,0.139491,0.136518,0.133655,0.130915,0.128314,0.125863,0.123578,0.121469,0.119549,0.117828,0.116316,0.115021,0.113952,0.113113,0.112511,0.112148,0.112027
0.114323,0.114437,0.114781,0.115351,0.116145,0.117158,0.118384,0.119817,0.121449,0.123271,0.125273,0.127444,0.129773,0.132249,0.134857,0.137585,0.140421,0.143349,0.146356,0.149428,0.152551,0.155711,0.158895,0.162089,0.16528,0.168455,0.171601,0.174707,0.177761,0.180752,0.18367,0.186505,0.189247,0.191887,0.194418,0.196832,0.199121,0.20128,0.203302,0.205181,0.206913,0.208492,0.209916,0.211181,0.212283,0.21322,0.213989,0.21459,0.21502,0.215278,0.215364,0.215278,0.21502,0.21459,0.213989,0.21322,0.212283,0.211181,0.209916,0.208492,0.206913,0.205181,0.203302,0.20128,0.199121,0.196832,0.194418,0.191887,0.189247,0.186505,0.18367,0.180752,0.177761,0.174707,0.171601,0.168455,0.16528,0.162089,0.158895,0.155711,0.152551,0.149428,0.146356,0.143349,0.140421,0.137585,0.134857,0.132249,0.129773,0.127444,0.125273,0.123271,0.121449,0.119817,0.118384,0.117158,0.116145,0.115351,0.114781,0.114437,0.114323
0.116499,0.116608,0.116934,0.117475,0.118227,0.119188,0.120352,0.121713,0.123262,0.124993,0.126896,0.128962,0.131179,0.133536,0.136022,0.138624,0.141331,0.144128,0.147003,0.149943,0.152934,0.155964,0.159019,0.162087,0.165154,0.168209,0.171239,0.174233,0.177179,0.180068,0.182888,0.18563,0.188285,0.190843,0.193298,0.19564,0.197863,0.199961,0.201927,0.203755,0.205441,0.20698,0.208367,0.2096,0.210675,0.211589,0.212339,0.212925,0.213345,0.213597,0.213681,0.213597,0.213345,0.212925,0.212339,0.211589,0.210675,0.2096,0.208367,0.20698,0.205441,0.203755,0.201927,0.199961,0.197863,0.19564,0.193298,0.190843,0.188285,0.18563,0.182888,0.180068,0.177179,0.174233,0.171239,0.168209,0.165154,0.162087,0.159019,0.155964,0.152934,0.149943,0.147003,0.144128,0.141331,0.138624,0.136022,0.133536,0.131179,0.128962,0.126896,0.124993,0.123262,0.121713,0.120352,0.119188,0.118227,0.117475,0.116934,0.116608,0.116499
0.118566,0.11867,0.118979,0.119492,0.120207,0.12112,0.122226,0.12352,0.124993,0.12664,0.128452,0.130418,0.132531,0.134778,0.13715,0.139634,0.142219,0.144893,0.147644,0.150459,0.153325,0.15623,0.159162,0.162109,0.165057,0.167996,0.170914,0.173799,0.176641,0.179429,0.182153,0.184804,0.187372,0.18985,0.192228,0.194499,0.196655,0.198692,0.200601,0.202378,0.204017,0.205514,0.206864,0.208064,0.209111,0.210001,0.210733,0.211304,0.211713,0.211958,0.21204,0.211958,0.211713,0.211304,0.210733,0.210001,0.209111,0.208064,0.206864,0.205514,0.204017,0.202378,0.200601,0.198692,0.196655,0.194499,0.192228,0.18985,0.187372,0.184804,0.182153,0.179429,0.176641,0.173799,0.170914,0.167996,0.165057,0.162109,0.159162,0.15623,0.153325,0.150459,0.147644,0.144893,0.142219,0.139634,0.13715,0.134778,0.132531,0.130418,0.128452,0.12664,0.124993,0.12352,0.122226,0.12112,0.120207,0.119492,0.118979,0.11867,0.118566
0.120532,0.12063,0.120924,0.121412,0.122092,0.122961,0.124013,0.125244,0.126647,0.128216,0.129942,0.131817,0.133831,0.135976,0.138241,0.140614,0.143085,0.145643,0.148276,0.150972,0.153719,0.156506,0.15932,0.162151,0.164985,0.167812,0.170621,0.173401,0.176141,0.178831,0.181462,0.184023,0.186506,0.188903,0.191205,0.193405,0.195496,0.19747,0.199323,0.201048,0.20264,0.204094,0.205407,0.206574,0.207592,0.208458,0.20917,0.209726,0.210124,0.210363,0.210443,0.210363,0.210124,0.209726,0.20917,0.208458,0.207592,0.206574,0.205407,0.204094,0.20264,0.201048,0.199323,0.19747,0.195496,0.193405,0.191205,0.188903,0.186506,0.184023,0.181462,0.178831,0.176141,0.173401,0.170621,0.167812,0.164985,0.162151,0.15932,0.156506,0.153719,0.150972,0.148276,0.145643,0.143085,0.140614,0.138241,0.135976,0.133831,0.131817,0.129942,0.128216,0.126647,0.125244,0.124013,0.122961,0.122092,0.121412,0.120924,0.12063,0.120532
0.122403,0.122496,0.122776,0.123241,0.123889,0.124716,0.125718,0.126891,0.128229,0.129724,0.131371,0.13316,0.135083,0.137131,0.139295,0.141564,0.143927,0.146376,0.148897,0.15148,0.154114,0.156788,0.15949,0.162209,0.164934,0.167654,0.170358,0.173035,0.175676,0.178271,0.18081,0.183283,0.185683,0.188,0.190227,0.192357,0.194382,0.196295,0.198091,0.199765,0.201309,0.202721,0.203996,0.205129,0.206118,0.20696,0.207652,0.208192,0.208579,0.208812,0.20889,0.208812,0.208579,0.208192,0.207652,0.20696,0.206118,0.205129,0.203996,0.202721,0.201309,0.199765,0.198091,0.196295,0.194382,0.192357,0.190227,0.188,0.185683,0.183283,0.18081,0.178271,0.175676,0.173035,0.170358,0.167654,0.164934,0.162209,0.15949,0.156788,0.154114,0.15148,0.148897,0.146376,0.143927,0.141564,0.139295,0.137131,0.135083,0.13316,0.131371,0.129724,0.128229,0.126891,0.125718,0.124716,0.123889,0.123241,0.122776,0.122496,0.122403
0.124186,0.124275,0.124541,0.124985,0.125602,0.126391,0.127347,0.128466,0.129742,0.131169,0.13274,0.134449,0.136286,0.138244,0.140313,0.142483,0.144746,0.14709,0.149505,0.151982,0.154508,0.157074,0.159669,0.162281,0.1649,0.167517,0.170119,0.172698,0.175243,0.177745,0.180194,0.182582,0.1849,0.187139,0.189293,0.191353,0.193312,0.195165,0.196905,0.198526,0.200024,0.201393,0.20263,0.20373,0.20469,0.205507,0.206179,0.206704,0.207079,0.207305,0.207381,0.207305,0.207079,0.206704,0.206179,0.205507,0.20469,0.20373,0.20263,0.201393,0.200024,0.198526,0.196905,0.195165,0.193312,0.191353,0.189293,0.187139,0.1849,0.182582,0.180194,0.177745,0.175243,0.172698,0.170119,0.167517,0.1649,0.162281,0.159669,0.157074,0.154508,0.151982,0.149505,0.14709,0.144746,0.142483,0.140313,0.138244,0.136286,0.134449,0.13274,0.131169,0.129742,0.128466,0.127347,0.126391,0.125602,0.124985,0.124541,0.124275,0.124186
0.125887,0.125972,0.126226,0.126649,0.127238,0.127991,0.128903,0.129971,0.13119,0.132553,0.134054,0.135687,0.137444,0.139316,0.141295,0.143373,0.145539,0.147785,0.1501,0.152475,0.154899,0.157361,0.159853,0.162363,0.164882,0.167398,0.169903,0.172386,0.174838,0.17725,0.179612,0.181916,0.184154,0.186317,0.188398,0.19039,0.192285,0.194078,0.195762,0.197333,0.198783,0.20011,0.201308,0.202375,0.203306,0.204098,0.20475,0.205259,0.205624,0.205843,0.205917,0.205843,0.205624,0.205259,0.20475,0.204098,0.203306,0.202375,0.201308,0.20011,0.198783,0.197333,0.195762,0.194078,0.192285,0.19039,0.188398,0.186317,0.184154,0.181916,0.179612,0.17725,0.174838,0.172386,0.169903,0.167398,0.164882,0.162363,0.159853,0.157361,0.154899,0.152475,0.1501,0.147785,0.145539,0.143373,0.141295,0.139316,0.137444,0.135687,0.134054,0.132553,0.13119,0.129971,0.128903,0.127991,0.127238,0.126649,0.126226,0.125972,0.125887
0.127511,0.127592,0.127835,0.128239,0.128801,0.12952,0.130392,0.131412,0.132577,0.133879,0.135315,0.136876,0.138557,0.140348,0.142243,0.144233,0.146308,0.14846,0.15068,0.152958,0.155284,0.157649,0.160042,0.162454,0.164875,0.167296,0.169707,0.172098,0.17446,0.176784,0.179062,0.181284,0.183444,0.185532,0.187542,0.189467,0.191299,0.193033,0.194662,0.196181,0.197586,0.19887,0.200031,0.201064,0.201966,0.202734,0.203366,0.20386,0.204213,0.204426,0.204497,0.204426,0.204213,0.20386,0.203366,0.202734,0.201966,0.201064,0.200031,0.19887,0.197586,0.196181,0.194662,0.193033,0.191299,0.189467,0.187542,0.185532,0.183444,0.181284,0.179062,0.176784,0.17446,0.172098,0.169707,0.167296,0.164875,0.162454,0.160042,0.157649,0.155284,0.152958,0.15068,0.14846,0.146308,0.144233,0.142243,0.140348,0.138557,0.136876,0.135315,0.133879,0.132577,0.131412,0.130392,0.12952,0.128801,0.128239,0.127835,0.127592,0.127511
