x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200
9.48811e-31,0.00964893,0.0192966,0.0289418,0.0385833,0.0482197,0.0578499,0.0674726,0.0770864,0.0866901,0.0962824,0.105862,0.115427,0.124977,0.13451,0.144025,0.15352,0.162994,0.172445,0.181872,0.191274,0.200647,0.209992,0.219307,0.228589,0.237837,0.247049,0.256224,0.265359,0.274453,0.283504,0.292509,0.301467,0.310377,0.319234,0.328039,0.336788,0.345479,0.35411,0.362679,0.371183,0.37962,0.387988,0.396284,0.404506,0.412651,0.420716,0.4287,0.4366,0.444412,0.452135,0.459766,0.467301,0.474739,0.482077,0.489311,0.49644,0.50346,0.510369,0.517163,0.523841,0.5304,0.536836,0.543147,0.549331,0.555384,0.561305,0.56709,0.572737,0.578243,0.583606,0.588823,0.593893,0.598812,0.603578,0.60819,0.612644,0.616939,0.621073,0.625044,0.62885,0.632489,0.635959,0.639259,0.642388,0.645343,0.648124,0.650729,0.653158,0.655408,0.657481,0.659373,0.661086,0.662618,0.66397,0.66514,0.666129,0.666937,0.667564,0.66801,0.668275,0.668361,0.668267,0.667995,0.667546,0.66692,0.66612,0.665145,0.663999,0.662683,0.661197,0.659546,0.657729,0.655751,0.653612,0.651316,0.648866,0.646263,0.643512,0.640614,0.637574,0.634394,0.631078,0.627629,0.624052,0.620349,0.616525,0.612583,0.608528,0.604364,0.600095,0.595726,0.591261,0.586704,0.58206,0.577334,0.572531,0.567655,0.562711,0.557705,0.55264,0.547523,0.542359,0.537152,0.531908,0.526632,0.521329,0.516004,0.510663,0.505312,0.499954,0.494596,0.489244,0.483901,0.478574,0.473268,0.467987,0.462738,0.457526,0.452355,0.44723,0.442158,0.437142,0.432188,0.4273,0.422484,0.417744,0.413085,0.408512,0.404028,0.399639,0.395349,0.391162,0.387082,0.383113,0.379259,0.375524,0.371912,0.368426,0.36507,0.361847,0.35876,0.355813,0.353008,0.350347,0.347835,0.345472,0.343263,0.341208,0.339309,0.33757,0.33599,0.334573,0.333319,0.33223,0.331307,0.33055,0.32996,0.329539,0.329286,0.329202
9.47569e-31,0.0096363,0.0192713,0.0289038,0.0385325,0.0481562,0.0577734,0.0673831,0.0769838,0.0865742,0.096153,0.105719,0.11527,0.124806,0.134325,0.143825,0.153306,0.162764,0.1722,0.181612,0.190997,0.200355,0.209683,0.21898,0.228245,0.237475,0.24667,0.255826,0.264942,0.274017,0.283048,0.292033,0.300971,0.30986,0.318696,0.327479,0.336206,0.344875,0.353483,0.362029,0.37051,0.378923,0.387267,0.395538,0.403735,0.411855,0.419896,0.427854,0.435727,0.443514,0.45121,0.458814,0.466323,0.473734,0.481045,0.488252,0.495354,0.502347,0.509229,0.515996,0.522647,0.529179,0.535588,0.541873,0.548031,0.554058,0.559953,0.565712,0.571334,0.576816,0.582155,0.587348,0.592395,0.597291,0.602036,0.606626,0.611059,0.615335,0.619449,0.623402,0.62719,0.630812,0.634267,0.637552,0.640667,0.643609,0.646378,0.648973,0.651392,0.653634,0.655699,0.657585,0.659293,0.660822,0.662171,0.663341,0.66433,0.665139,0.665769,0.666219,0.66649,0.666583,0.666497,0.666235,0.665797,0.665184,0.664397,0.663439,0.662309,0.661011,0.659545,0.657914,0.65612,0.654165,0.652052,0.649782,0.647359,0.644785,0.642064,0.639198,0.63619,0.633044,0.629763,0.626351,0.62281,0.619146,0.615361,0.61146,0.607446,0.603325,0.599099,0.594774,0.590353,0.585842,0.581245,0.576566,0.571811,0.566983,0.562089,0.557132,0.552118,0.547052,0.541938,0.536783,0.53159,0.526366,0.521115,0.515843,0.510554,0.505255,0.49995,0.494645,0.489345,0.484055,0.47878,0.473525,0.468297,0.463099,0.457938,0.452817,0.447743,0.44272,0.437753,0.432848,0.428008,0.423239,0.418545,0.413932,0.409403,0.404964,0.400618,0.396369,0.392223,0.388183,0.384253,0.380437,0.376739,0.373163,0.369711,0.366388,0.363197,0.36014,0.357222,0.354444,0.35181,0.349322,0.346983,0.344795,0.34276,0.340881,0.339158,0.337595,0.336191,0.33495,0.333871,0.332957,0.332208,0.331624,0.331207,0.330956,0.330873
9.46309e-31,0.00962348,0.0192457,0.0288653,0.0384811,0.0480917,0.0576959,0.0672923,0.0768797,0.0864566,0.0960218,0.105574,0.115111,0.124633,0.134137,0.143623,0.153088,0.162532,0.171952,0.181348,0.190717,0.200058,0.20937,0.21865,0.227898,0.23711,0.246286,0.255424,0.264522,0.273577,0.282588,0.291554,0.300472,0.309339,0.318155,0.326916,0.335621,0.344267,0.352853,0.361376,0.369833,0.378223,0.386542,0.39479,0.402962,0.411057,0.419072,0.427005,0.434853,0.442613,0.450284,0.457862,0.465344,0.472729,0.480013,0.487193,0.494268,0.501234,0.508089,0.51483,0.521455,0.52796,0.534343,0.540602,0.546733,0.552735,0.558604,0.564339,0.569936,0.575393,0.580708,0.585879,0.590902,0.595776,0.600499,0.605068,0.609482,0.613737,0.617833,0.621768,0.625539,0.629144,0.632584,0.635854,0.638955,0.641885,0.644643,0.647227,0.649637,0.651871,0.653929,0.65581,0.657513,0.659038,0.660385,0.661554,0.662543,0.663354,0.663987,0.664442,0.664718,0.664818,0.664741,0.664489,0.664062,0.663461,0.662689,0.661745,0.660633,0.659352,0.657906,0.656296,0.654524,0.652593,0.650504,0.648261,0.645865,0.64332,0.640629,0.637794,0.634818,0.631706,0.62846,0.625083,0.621579,0.617953,0.614207,0.610346,0.606374,0.602294,0.598111,0.59383,0.589454,0.584988,0.580437,0.575805,0.571097,0.566318,0.561472,0.556564,0.5516,0.546584,0.541521,0.536416,0.531275,0.526102,0.520903,0.515683,0.510446,0.505199,0.499946,0.494693,0.489445,0.484206,0.478983,0.47378,0.468603,0.463456,0.458345,0.453275,0.44825,0.443277,0.438358,0.433501,0.428709,0.423986,0.419339,0.414771,0.410286,0.40589,0.401587,0.39738,0.393274,0.389274,0.385383,0.381604,0.377942,0.374401,0.370983,0.367693,0.364533,0.361506,0.358617,0.355866,0.353258,0.350795,0.348479,0.346312,0.344298,0.342437,0.340731,0.339183,0.337793,0.336564,0.335496,0.334591,0.333849,0.333271,0.332858,0.33261,0.332527
9.45031e-31,0.00961048,0.0192197,0.0288263,0.0384289,0.0480264,0.0576173,0.0672004,0.0767742,0.0863375,0.0958889,0.105427,0.11495,0.124458,0.133948,0.143418,0.152869,0.162297,0.171702,0.181081,0.190434,0.199759,0.209054,0.218317,0.227547,0.236742,0.245899,0.255019,0.264097,0.273133,0.282125,0.291071,0.299968,0.308815,0.317609,0.326349,0.335032,0.343656,0.352219,0.360719,0.369153,0.377519,0.385815,0.394038,0.402186,0.410256,0.418246,0.426154,0.433976,0.441711,0.449356,0.456907,0.464364,0.471722,0.47898,0.486134,0.493182,0.500122,0.50695,0.513665,0.520263,0.526742,0.533099,0.539332,0.545438,0.551414,0.557259,0.562969,0.568542,0.573975,0.579267,0.584414,0.589415,0.594268,0.598969,0.603518,0.607911,0.612148,0.616225,0.620142,0.623896,0.627486,0.63091,0.634166,0.637254,0.640172,0.642919,0.645493,0.647893,0.650119,0.65217,0.654046,0.655745,0.657267,0.658612,0.65978,0.66077,0.661583,0.662219,0.662678,0.66296,0.663067,0.662999,0.662756,0.662341,0.661753,0.660994,0.660066,0.65897,0.657707,0.65628,0.654691,0.652941,0.651033,0.648969,0.646752,0.644384,0.641867,0.639205,0.636401,0.633458,0.630379,0.627167,0.623826,0.620359,0.616771,0.613064,0.609242,0.60531,0.601272,0.597132,0.592894,0.588563,0.584142,0.579636,0.575051,0.57039,0.565658,0.56086,0.556002,0.551086,0.54612,0.541107,0.536053,0.530962,0.525841,0.520693,0.515524,0.510339,0.505143,0.499942,0.49474,0.489544,0.484357,0.479185,0.474033,0.468906,0.46381,0.458749,0.453728,0.448753,0.443828,0.438958,0.434148,0.429402,0.424726,0.420124,0.415601,0.41116,0.406807,0.402546,0.398381,0.394315,0.390354,0.386501,0.38276,0.379134,0.375627,0.372243,0.368985,0.365856,0.362859,0.359998,0.357275,0.354692,0.352253,0.34996,0.347815,0.34582,0.343977,0.342288,0.340756,0.33938,0.338163,0.337105,0.336209,0.335474,0.334902,0.334493,0.334247,0.334165
9.43736e-31,0.00959731,0.0191933,0.0287867,0.0383761,0.0479602,0.0575377,0.0671072,0.0766674,0.0862169,0.0957543,0.105278,0.114787,0.12428,0.133755,0.143211,0.152646,0.162059,0.171448,0.180812,0.190148,0.199457,0.208734,0.21798,0.227193,0.236369,0.245509,0.25461,0.263669,0.272686,0.281658,0.290584,0.299461,0.308287,0.31706,0.325778,0.33444,0.343042,0.351582,0.360059,0.36847,0.376813,0.385085,0.393284,0.401407,0.409453,0.417418,0.425301,0.433098,0.440807,0.448426,0.455952,0.463382,0.470715,0.477946,0.485074,0.492096,0.49901,0.505812,0.512501,0.519073,0.525526,0.531858,0.538065,0.544146,0.550097,0.555917,0.561603,0.567151,0.572561,0.57783,0.582955,0.587934,0.592765,0.597446,0.601974,0.606348,0.610565,0.614625,0.618524,0.622262,0.625836,0.629245,0.632488,0.635563,0.638469,0.641205,0.643769,0.646161,0.648379,0.650424,0.652294,0.653988,0.655508,0.656851,0.658018,0.659009,0.659824,0.660463,0.660927,0.661215,0.661329,0.66127,0.661037,0.660633,0.660057,0.659313,0.6584,0.65732,0.656076,0.654668,0.653099,0.651372,0.649487,0.647447,0.645256,0.642914,0.640426,0.637794,0.635021,0.63211,0.629063,0.625886,0.62258,0.61915,0.615598,0.61193,0.608148,0.604256,0.60026,0.596162,0.591966,0.587679,0.583302,0.578842,0.574303,0.569688,0.565004,0.560254,0.555444,0.550577,0.54566,0.540697,0.535693,0.530652,0.525581,0.520484,0.515366,0.510232,0.505088,0.499938,0.494787,0.489641,0.484505,0.479384,0.474282,0.469206,0.46416,0.459148,0.454177,0.44925,0.444373,0.439551,0.434788,0.430089,0.425459,0.420902,0.416423,0.412026,0.407716,0.403496,0.399372,0.395346,0.391424,0.387609,0.383904,0.380314,0.376841,0.373491,0.370264,0.367166,0.364199,0.361366,0.358669,0.356112,0.353697,0.351427,0.349303,0.347327,0.345503,0.343831,0.342313,0.340951,0.339745,0.338699,0.337811,0.337084,0.336517,0.336112,0.335869,0.335788
9.42423e-31,0.00958397,0.0191666,0.0287466,0.0383225,0.0478931,0.057457,0.0670128,0.0765592,0.0860947,0.0956181,0.105128,0.114622,0.124101,0.133561,0.143001,0.152421,0.161819,0.171192,0.180539,0.18986,0.199151,0.208412,0.217641,0.226835,0.235994,0.245115,0.254197,0.263238,0.272236,0.281188,0.290094,0.29895,0.307755,0.316508,0.325205,0.333844,0.342424,0.350942,0.359396,0.367784,0.376103,0.384352,0.392527,0.400626,0.408647,0.416588,0.424445,0.432217,0.439902,0.447495,0.454995,0.4624,0.469706,0.476912,0.484014,0.491011,0.497898,0.504675,0.511338,0.517884,0.524312,0.530618,0.5368,0.542856,0.548783,0.554579,0.56024,0.565766,0.571152,0.576398,0.581501,0.586458,0.591268,0.595928,0.600437,0.604791,0.608991,0.613032,0.616915,0.620636,0.624195,0.62759,0.630819,0.633882,0.636776,0.639501,0.642056,0.644439,0.64665,0.648688,0.650553,0.652244,0.65376,0.655102,0.656269,0.657261,0.658078,0.658721,0.659189,0.659483,0.659605,0.659554,0.659331,0.658938,0.658375,0.657644,0.656747,0.655684,0.654457,0.653069,0.651521,0.649815,0.647953,0.645938,0.643772,0.641458,0.638998,0.636395,0.633652,0.630772,0.627759,0.624615,0.621344,0.61795,0.614436,0.610805,0.607063,0.603211,0.599255,0.595199,0.591047,0.586802,0.58247,0.578055,0.573561,0.568993,0.564355,0.559653,0.55489,0.550072,0.545204,0.54029,0.535335,0.530345,0.525324,0.520277,0.515209,0.510126,0.505032,0.499933,0.494833,0.489738,0.484652,0.479581,0.47453,0.469503,0.464506,0.459544,0.454621,0.449743,0.444914,0.440139,0.435423,0.43077,0.426185,0.421673,0.417237,0.412884,0.408615,0.404437,0.400353,0.396367,0.392483,0.388705,0.385037,0.381482,0.378044,0.374726,0.371532,0.368464,0.365526,0.36272,0.36005,0.357518,0.355127,0.352879,0.350776,0.34882,0.347013,0.345358,0.343855,0.342506,0.341313,0.340276,0.339397,0.338677,0.338116,0.337715,0.337474,0.337394
9.41095e-31,0.00957045,0.0191396,0.028706,0.0382683,0.0478252,0.0573753,0.0669173,0.0764497,0.0859711,0.0954802,0.104975,0.114456,0.123919,0.133364,0.14279,0.152194,0.161575,0.170933,0.180264,0.189568,0.198843,0.208086,0.217298,0.226475,0.235615,0.244718,0.253782,0.262803,0.271782,0.280714,0.2896,0.298436,0.307221,0.315952,0.324627,0.333245,0.341803,0.350299,0.35873,0.367095,0.375391,0.383616,0.391767,0.399843,0.407839,0.415756,0.423588,0.431335,0.438994,0.446563,0.454038,0.461417,0.468698,0.475878,0.482955,0.489925,0.496787,0.503538,0.510176,0.516697,0.523099,0.529381,0.535538,0.541569,0.547472,0.553244,0.558882,0.564384,0.569748,0.574971,0.580052,0.584988,0.589777,0.594417,0.598906,0.603242,0.607423,0.611447,0.615313,0.619019,0.622563,0.625944,0.62916,0.63221,0.635093,0.637808,0.640353,0.642728,0.644932,0.646964,0.648824,0.650511,0.652025,0.653365,0.654532,0.655525,0.656345,0.656991,0.657464,0.657764,0.657893,0.657851,0.657638,0.657256,0.656706,0.655989,0.655107,0.654061,0.652852,0.651483,0.649955,0.648271,0.646432,0.644441,0.642301,0.640013,0.637581,0.635007,0.632295,0.629446,0.626466,0.623356,0.62012,0.616761,0.613284,0.609691,0.605987,0.602175,0.59826,0.594245,0.590135,0.585934,0.581645,0.577275,0.572826,0.568303,0.563712,0.559057,0.554342,0.549572,0.544752,0.539886,0.534981,0.53004,0.525068,0.520071,0.515054,0.510021,0.504977,0.499928,0.494878,0.489833,0.484797,0.479776,0.474774,0.469797,0.464849,0.459935,0.455061,0.450231,0.445449,0.440721,0.436051,0.431443,0.426904,0.422435,0.418044,0.413733,0.409506,0.405369,0.401325,0.397378,0.393532,0.389792,0.386159,0.382639,0.379235,0.375949,0.372786,0.369749,0.366839,0.364062,0.361418,0.358911,0.356543,0.354317,0.352234,0.350298,0.348509,0.34687,0.345381,0.344046,0.342864,0.341838,0.340968,0.340255,0.339699,0.339302,0.339064,0.338984
9.39749e-31,0.00955677,0.0191122,0.0286648,0.0382134,0.0477565,0.0572927,0.0668206,0.0763389,0.085846,0.0953407,0.104821,0.114287,0.123735,0.133165,0.142575,0.151964,0.16133,0.170671,0.179986,0.189273,0.198531,0.207758,0.216952,0.226111,0.235234,0.244318,0.253363,0.262365,0.271324,0.280237,0.289103,0.297919,0.306682,0.315393,0.324047,0.332643,0.341179,0.349653,0.358062,0.366404,0.374676,0.382878,0.391005,0.399057,0.407029,0.414921,0.42273,0.430452,0.438086,0.445629,0.453079,0.460433,0.467689,0.474844,0.481895,0.48884,0.495677,0.502403,0.509015,0.515511,0.521889,0.528145,0.534279,0.540286,0.546164,0.551912,0.557527,0.563006,0.568348,0.57355,0.578609,0.583524,0.588293,0.592913,0.597383,0.6017,0.605863,0.60987,0.61372,0.61741,0.620939,0.624306,0.627509,0.630548,0.63342,0.636124,0.638661,0.641028,0.643225,0.645252,0.647107,0.64879,0.650302,0.651641,0.652807,0.653802,0.654623,0.655273,0.655751,0.656058,0.656194,0.656161,0.655958,0.655588,0.65505,0.654347,0.65348,0.65245,0.651259,0.649909,0.648402,0.646739,0.644923,0.642956,0.640841,0.63858,0.636176,0.633631,0.630949,0.628132,0.625183,0.622106,0.618905,0.615582,0.612141,0.608586,0.60492,0.601148,0.597273,0.593299,0.589231,0.585072,0.580827,0.576501,0.572097,0.56762,0.563075,0.558466,0.553798,0.549075,0.544303,0.539486,0.534629,0.529737,0.524815,0.519867,0.514899,0.509916,0.504922,0.499922,0.494922,0.489927,0.48494,0.479969,0.475016,0.470088,0.465188,0.460323,0.455496,0.450713,0.445979,0.441297,0.436672,0.43211,0.427615,0.423191,0.418842,0.414573,0.410388,0.406292,0.402287,0.398379,0.394571,0.390867,0.38727,0.383785,0.380414,0.377161,0.374029,0.371021,0.36814,0.36539,0.362772,0.36029,0.357945,0.355741,0.353679,0.351761,0.34999,0.348367,0.346893,0.345571,0.344401,0.343385,0.342523,0.341817,0.341267,0.340874,0.340638,0.340559
9.38389e-31,0.00954293,0.0190845,0.0286233,0.0381579,0.047687,0.0572091,0.0667228,0.0762268,0.0857196,0.0951997,0.104666,0.114116,0.123549,0.132964,0.142359,0.151732,0.161082,0.170407,0.179706,0.188976,0.198217,0.207426,0.216603,0.225744,0.234849,0.243915,0.252941,0.261924,0.270864,0.279757,0.288603,0.297398,0.306141,0.31483,0.323463,0.332038,0.340552,0.349003,0.35739,0.365709,0.373959,0.382137,0.390241,0.398269,0.406217,0.414085,0.421869,0.429567,0.437176,0.444695,0.45212,0.459449,0.466679,0.473809,0.480835,0.487756,0.494567,0.501268,0.507856,0.514327,0.52068,0.526912,0.533021,0.539005,0.54486,0.550584,0.556176,0.561633,0.566953,0.572133,0.577171,0.582065,0.586814,0.591415,0.595866,0.600165,0.60431,0.608301,0.612134,0.615809,0.619324,0.622678,0.625868,0.628895,0.631756,0.634451,0.636979,0.639338,0.641529,0.64355,0.645401,0.647081,0.64859,0.649928,0.651095,0.65209,0.652915,0.653568,0.654051,0.654365,0.654508,0.654484,0.654291,0.653932,0.653407,0.652718,0.651866,0.650853,0.649679,0.648348,0.646861,0.64522,0.643427,0.641484,0.639394,0.637159,0.634782,0.632266,0.629614,0.626828,0.623911,0.620868,0.617701,0.614413,0.611008,0.60749,0.603863,0.600129,0.596294,0.592361,0.588334,0.584218,0.580016,0.575733,0.571374,0.566942,0.562443,0.55788,0.553258,0.548583,0.543858,0.539089,0.534281,0.529437,0.524564,0.519665,0.514746,0.509812,0.504867,0.499917,0.494966,0.490019,0.485082,0.480159,0.475255,0.470376,0.465524,0.460707,0.455927,0.451191,0.446503,0.441867,0.437288,0.432771,0.42832,0.423939,0.419633,0.415406,0.411262,0.407205,0.40324,0.399371,0.3956,0.391932,0.388371,0.384919,0.381581,0.37836,0.375259,0.372281,0.369428,0.366705,0.364113,0.361655,0.359333,0.357151,0.355109,0.35321,0.351456,0.349849,0.34839,0.347081,0.345922,0.344916,0.344063,0.343364,0.342819,0.34243,0.342196,0.342118
9.37012e-31,0.00952894,0.0190565,0.0285812,0.0381017,0.0476167,0.0571245,0.066624,0.0761135,0.0855917,0.0950571,0.104508,0.113944,0.123362,0.132761,0.14214,0.151498,0.160832,0.17014,0.179422,0.188676,0.1979,0.207092,0.216251,0.225374,0.234461,0.243508,0.252515,0.26148,0.2704,0.279274,0.288099,0.296874,0.305597,0.314265,0.322877,0.33143,0.339922,0.348351,0.356716,0.365012,0.373239,0.381394,0.389475,0.397479,0.405404,0.413247,0.421007,0.428681,0.436266,0.443759,0.45116,0.458464,0.46567,0.472775,0.479776,0.486672,0.493459,0.500135,0.506698,0.513145,0.519474,0.525682,0.531767,0.537727,0.543558,0.54926,0.554829,0.560264,0.565562,0.57072,0.575738,0.580612,0.585341,0.589923,0.594355,0.598636,0.602765,0.606739,0.610557,0.614217,0.617718,0.621058,0.624236,0.627252,0.630102,0.632788,0.635307,0.637659,0.639843,0.641859,0.643705,0.645382,0.64689,0.648227,0.649394,0.650391,0.651218,0.651876,0.652364,0.652683,0.652835,0.652819,0.652636,0.652289,0.651776,0.651101,0.650264,0.649267,0.648112,0.6468,0.645333,0.643713,0.641942,0.640023,0.637958,0.63575,0.633401,0.630913,0.62829,0.625535,0.62265,0.61964,0.616506,0.613253,0.609885,0.606404,0.602814,0.599119,0.595324,0.591431,0.587446,0.583371,0.579212,0.574973,0.570657,0.56627,0.561816,0.557299,0.552723,0.548095,0.543417,0.538696,0.533935,0.529139,0.524314,0.519464,0.514594,0.509708,0.504812,0.499911,0.495009,0.490111,0.485222,0.480348,0.475492,0.47066,0.465857,0.461087,0.456354,0.451665,0.447022,0.442432,0.437898,0.433425,0.429017,0.424679,0.420416,0.41623,0.412127,0.40811,0.404184,0.400352,0.396618,0.392987,0.38946,0.386043,0.382737,0.379548,0.376477,0.373528,0.370704,0.368007,0.36544,0.363007,0.360708,0.358547,0.356525,0.354645,0.352908,0.351317,0.349872,0.348576,0.347429,0.346432,0.345588,0.344895,0.344356,0.343971,0.343739,0.343662
9.35621e-31,0.00951479,0.0190282,0.0285387,0.038045,0.0475456,0.0570391,0.066524,0.075999,0.0854625,0.0949131,0.104349,0.11377,0.123172,0.132556,0.14192,0.151261,0.160579,0.169871,0.179137,0.188374,0.19758,0.206755,0.215896,0.225002,0.23407,0.243099,0.252087,0.261033,0.269933,0.278787,0.287593,0.296348,0.30505,0.313697,0.322288,0.330819,0.33929,0.347697,0.356039,0.364313,0.372517,0.380649,0.388706,0.396687,0.404588,0.412408,0.420143,0.427793,0.435354,0.442823,0.450199,0.457479,0.46466,0.47174,0.478717,0.485588,0.492351,0.499003,0.505541,0.511964,0.518269,0.524453,0.530515,0.536451,0.54226,0.547939,0.553487,0.558899,0.564176,0.569313,0.57431,0.579165,0.583874,0.588437,0.592851,0.597115,0.601227,0.605185,0.608987,0.612633,0.61612,0.619447,0.622614,0.625618,0.628458,0.631135,0.633646,0.63599,0.638168,0.640179,0.642021,0.643695,0.645201,0.646537,0.647705,0.648703,0.649533,0.650195,0.650688,0.651014,0.651173,0.651166,0.650994,0.650658,0.650158,0.649497,0.648675,0.647695,0.646557,0.645263,0.643816,0.642218,0.64047,0.638575,0.636535,0.634352,0.63203,0.629571,0.626977,0.624253,0.6214,0.618422,0.615322,0.612104,0.608771,0.605326,0.601774,0.598118,0.594362,0.590509,0.586564,0.582532,0.578415,0.574218,0.569947,0.565604,0.561194,0.556722,0.552193,0.547611,0.54298,0.538305,0.533592,0.528844,0.524066,0.519264,0.514442,0.509605,0.504757,0.499904,0.495051,0.490201,0.485361,0.480534,0.475727,0.470942,0.466186,0.461462,0.456777,0.452133,0.447536,0.442991,0.438501,0.434072,0.429708,0.425413,0.421191,0.417046,0.412983,0.409006,0.405118,0.401324,0.397627,0.394031,0.390539,0.387155,0.383882,0.380724,0.377683,0.374763,0.371967,0.369296,0.366755,0.364345,0.362069,0.359929,0.357927,0.356066,0.354346,0.35277,0.35134,0.350056,0.34892,0.347934,0.347097,0.346412,0.345878,0.345496,0.345267,0.345191
9.34214e-31,0.00950048,0.0189995,0.0284957,0.0379876,0.0474738,0.0569528,0.0664231,0.0758833,0.085332,0.0947677,0.104189,0.113594,0.122981,0.132349,0.141697,0.151022,0.160324,0.1696,0.178849,0.188069,0.197258,0.206415,0.215539,0.224626,0.233676,0.242687,0.251656,0.260583,0.269464,0.278298,0.287084,0.295818,0.3045,0.313126,0.321695,0.330206,0.338654,0.34704,0.355359,0.363611,0.371792,0.379901,0.387936,0.395893,0.403771,0.411567,0.419279,0.426904,0.434441,0.441886,0.449238,0.456493,0.46365,0.470706,0.477659,0.484505,0.491244,0.497872,0.504386,0.510785,0.517067,0.523227,0.529266,0.535179,0.540966,0.546622,0.552148,0.557539,0.562794,0.567911,0.572888,0.577723,0.582413,0.586957,0.591354,0.5956,0.599696,0.603638,0.607425,0.611057,0.61453,0.617845,0.621,0.623993,0.626824,0.629491,0.631994,0.634332,0.636504,0.638509,0.640348,0.642019,0.643523,0.644859,0.646027,0.647028,0.647861,0.648526,0.649025,0.649358,0.649524,0.649526,0.649364,0.649039,0.648552,0.647905,0.647098,0.646134,0.645014,0.643739,0.642312,0.640735,0.639009,0.637138,0.635122,0.632966,0.630671,0.62824,0.625675,0.622981,0.620159,0.617214,0.614148,0.610964,0.607666,0.604258,0.600743,0.597125,0.593408,0.589595,0.585691,0.581699,0.577624,0.573471,0.569242,0.564943,0.560578,0.556151,0.551667,0.54713,0.542546,0.537918,0.533251,0.528551,0.523821,0.519066,0.514292,0.509503,0.504703,0.499898,0.495092,0.490291,0.485498,0.480719,0.475958,0.471221,0.466511,0.461834,0.457195,0.452597,0.448045,0.443544,0.439099,0.434713,0.430392,0.426139,0.421958,0.417854,0.413831,0.409893,0.406044,0.402287,0.398626,0.395065,0.391607,0.388256,0.385016,0.381889,0.378878,0.375986,0.373217,0.370573,0.368057,0.36567,0.363417,0.361298,0.359316,0.357472,0.35577,0.354209,0.352793,0.351522,0.350397,0.34942,0.348592,0.347913,0.347385,0.347007,0.34678,0.346704
9.32794e-31,0.00948604,0.0189706,0.0284523,0.0379297,0.0474013,0.0568656,0.0663212,0.0757665,0.0852003,0.0946208,0.104027,0.113416,0.122788,0.132141,0.141472,0.150782,0.160067,0.169326,0.178558,0.187761,0.196933,0.206073,0.215179,0.224248,0.23328,0.242272,0.251222,0.26013,0.268992,0.277806,0.286572,0.295286,0.303947,0.312552,0.321101,0.329589,0.338017,0.34638,0.354678,0.362907,0.371066,0.379152,0.387163,0.395097,0.402952,0.410724,0.418413,0.426014,0.433527,0.440948,0.448276,0.455507,0.46264,0.469672,0.476601,0.483423,0.490138,0.496742,0.503233,0.509608,0.515866,0.522004,0.528019,0.53391,0.539674,0.545309,0.550813,0.556183,0.561417,0.566514,0.571471,0.576286,0.580958,0.585484,0.589863,0.594093,0.598172,0.602099,0.605871,0.609489,0.612949,0.616252,0.619395,0.622377,0.625199,0.627857,0.630352,0.632683,0.63485,0.636851,0.638686,0.640354,0.641857,0.643192,0.644361,0.645364,0.6462,0.646869,0.647374,0.647713,0.647887,0.647898,0.647746,0.647433,0.646959,0.646325,0.645534,0.644586,0.643483,0.642227,0.64082,0.639264,0.63756,0.635712,0.633721,0.631591,0.629322,0.626919,0.624384,0.62172,0.618929,0.616016,0.612983,0.609833,0.606571,0.603199,0.599721,0.59614,0.592461,0.588688,0.584824,0.580874,0.57684,0.572729,0.568543,0.564288,0.559966,0.555584,0.551145,0.546654,0.542116,0.537534,0.532914,0.52826,0.523577,0.51887,0.514143,0.509401,0.504649,0.499891,0.495133,0.490378,0.485633,0.480901,0.476188,0.471497,0.466834,0.462203,0.457609,0.453056,0.448549,0.444092,0.439691,0.435348,0.431069,0.426858,0.422718,0.418655,0.414671,0.410771,0.40696,0.40324,0.399615,0.396089,0.392665,0.389347,0.386138,0.383042,0.380061,0.377198,0.374456,0.371837,0.369346,0.366983,0.364751,0.362653,0.36069,0.358865,0.357179,0.355634,0.354232,0.352973,0.35186,0.350892,0.350072,0.3494,0.348877,0.348503,0.348278,0.348203
