0,300
0.0005,296.468
0.001,292.963
0.0015,289.484
0.002,286.031
0.0025,282.604
0.003,279.202
0.0035,275.825
0.004,272.473
0.0045,269.144
0.005,265.84
0.0055,262.559
0.006,259.302
0.0065,256.067
0.007,252.855
0.0075,249.666
0.008,246.498
0.0085,243.352
0.009,240.227
0.0095,237.123
0.01,234.04
0.0105,230.978
0.011,227.935
0.0115,224.913
0.012,221.909
0.0125,218.925
0.013,215.96
0.0135,213.014
0.014,210.086
0.0145,207.175
0.015,204.283
0.0155,201.408
0.016,198.55
0.0165,195.709
0.017,192.884
0.0175,190.076
0.018,187.284
0.0185,184.507
0.019,181.746
0.0195,179.001
0.02,176.27
0.0205,173.553
0.021,170.851
0.0215,168.164
0.022,165.49
0.0225,162.829
0.023,160.182
0.0235,157.548
0.024,154.926
0.0245,152.317
0.025,149.72
0.0255,147.136
0.026,144.563
0.0265,142.001
0.027,139.451
0.0275,136.911
0.028,134.382
0.0285,131.864
0.029,129.356
0.0295,126.858
0.03,124.369
0.0305,121.89
0.031,119.42
0.0315,116.96
0.032,114.507
0.0325,112.063
0.033,109.628
0.0335,107.2
0.034,104.78
0.0345,102.368
0.035,99.9628
0.0355,97.5646
0.036,95.1732
0.0365,92.7883
0.037,90.4097
0.0375,88.0371
0.038,85.6703
0.0385,83.3091
0.039,80.9532
0.0395,78.6024
0.04,76.2565
0.0405,73.9152
0.041,71.5782
0.0415,69.2455
0.042,66.9167
0.0425,64.5915
0.043,62.2698
0.0435,59.9514
0.044,57.6359
0.0445,55.3232
0.045,53.0131
0.0455,50.7052
0.046,48.3994
0.0465,46.0955
0.047,43.7931
0.0475,41.4922
0.048,39.1924
0.0485,36.8935
0.049,34.5953
0.0495,32.2975
0.05,30
