0,300
0.0005,297.957
0.001,295.941
0.0015,293.952
0.002,291.989
0.0025,290.052
0.003,288.141
0.0035,286.256
0.004,284.396
0.0045,282.562
0.005,280.754
0.0055,278.97
0.006,277.211
0.0065,275.477
0.007,273.768
0.0075,272.083
0.008,270.422
0.0085,268.785
0.009,267.172
0.0095,265.583
0.01,264.017
0.0105,262.475
0.011,260.956
0.0115,259.46
0.012,257.987
0.0125,256.536
0.013,255.109
0.0135,253.704
0.014,252.321
0.0145,250.961
0.015,249.622
0.0155,248.306
0.016,247.012
0.0165,245.739
0.017,244.487
0.0175,243.258
0.018,242.049
0.0185,240.862
0.019,239.696
0.0195,238.55
0.02,237.426
0.0205,236.322
0.021,235.239
0.0215,234.177
0.022,233.135
0.0225,232.113
0.023,231.112
0.0235,230.13
0.024,229.169
0.0245,228.227
0.025,227.306
0.0255,226.404
0.026,225.521
0.0265,224.659
0.027,223.815
0.0275,222.991
0.028,222.187
0.0285,221.401
0.029,220.635
0.0295,219.888
0.03,219.16
0.0305,218.451
0.031,217.76
0.0315,217.088
0.032,216.436
0.0325,215.801
0.033,215.185
0.0335,214.588
0.034,214.01
0.0345,213.449
0.035,212.907
0.0355,212.384
0.036,211.878
0.0365,211.391
0.037,210.922
0.0375,210.471
0.038,210.038
0.0385,209.623
0.039,209.226
0.0395,208.847
0.04,208.485
0.0405,208.142
0.041,207.816
0.0415,207.509
0.042,207.219
0.0425,206.946
0.043,206.692
0.0435,206.455
0.044,206.235
0.0445,206.034
0.045,205.85
0.0455,205.683
0.046,205.534
0.0465,205.403
0.047,205.289
0.0475,205.193
0.048,205.114
0.0485,205.053
0.049,205.009
0.0495,204.983
0.05,204.974
